id,timestamp,temperature,humidity,ldr_value,light_status
46,2026-05-14 10:50:31,26.8,41.2,322,0
47,2026-05-14 10:50:36,26.8,41.1,4095,1
48,2026-05-14 10:50:42,26.8,41.1,4095,1
49,2026-05-14 10:50:47,26.8,41.1,4095,1
50,2026-05-14 10:50:52,26.8,41.1,4095,1
51,2026-05-14 10:50:58,26.8,41.1,4095,1
52,2026-05-14 10:51:03,26.8,41.1,398,0
53,2026-05-14 10:51:08,26.8,41.1,385,0
54,2026-05-14 10:51:14,26.8,41.1,386,0
55,2026-05-14 10:51:19,26.8,41.1,380,0
56,2026-05-14 10:51:24,26.7,41.1,377,0
57,2026-05-14 10:51:30,26.8,41.1,374,0
58,2026-05-14 10:51:35,26.8,41.2,375,0
59,2026-05-14 10:51:40,26.8,41.1,377,0
60,2026-05-14 10:51:46,26.8,41.1,374,0
61,2026-05-14 10:51:51,26.8,41.1,375,0
62,2026-05-14 10:53:28,26.8,41.2,321,0
63,2026-05-14 10:53:33,26.8,41.1,325,0
64,2026-05-14 10:53:38,26.8,41.1,321,0
65,2026-05-14 10:53:44,26.8,41.1,320,0
66,2026-05-14 10:53:49,26.8,41.0,327,0
67,2026-05-14 10:53:54,26.9,41.0,4095,1
68,2026-05-14 10:54:00,26.9,41.0,4095,1
69,2026-05-14 10:54:05,26.9,41.0,4095,1
70,2026-05-14 10:54:10,26.9,41.0,4095,1
71,2026-05-14 10:54:16,26.9,41.0,523,0
72,2026-05-14 10:54:21,26.9,40.9,495,0
73,2026-05-14 10:54:26,26.9,40.9,468,0
74,2026-05-14 10:54:32,26.9,40.9,452,0
75,2026-05-14 10:54:37,26.9,40.9,339,0
76,2026-05-14 10:54:42,26.9,40.9,336,0
77,2026-05-14 10:54:48,26.9,40.9,341,0
78,2026-05-14 22:04:41,32.17,75.99,2458,0
79,2026-05-14 22:09:11,22.66,73.24,1691,0
80,2026-05-14 22:09:16,29.96,59.94,1219,0
81,2026-05-14 22:09:18,25.04,58.04,2878,0
82,2026-05-14 22:18:59,23.89,57.24,2071,0
83,2026-05-14 22:19:57,24.17,66.38,378,0
84,2026-05-14 22:26:32,22.58,56.71,3569,0
85,2026-05-14 22:27:27,25.84,62.22,1316,0
86,2026-05-14 22:28:35,22.15,60.98,213,0
87,2026-05-14 22:29:35,22.17,55.44,2136,0
88,2026-05-14 22:30:36,23.44,47.48,1879,0
89,2026-05-14 22:31:43,19.9,54.91,1436,0
90,2026-05-14 22:32:46,21.18,59.73,1298,0
91,2026-05-14 22:33:44,21.37,50.23,1330,0
92,2026-05-14 22:34:48,25.64,56.76,940,0
93,2026-05-14 22:35:49,23.12,50.16,3916,1
94,2026-05-14 22:36:53,22.02,58.61,406,0
95,2026-05-14 22:38:00,20.93,60.07,947,0
96,2026-05-14 22:39:00,21.92,56.4,2593,0
97,2026-05-14 22:39:57,21.92,68.19,3925,1
98,2026-05-14 22:40:57,22.98,52.18,3781,0
99,2026-05-14 22:41:59,24.48,51.29,314,0
100,2026-05-14 22:43:01,23.38,47.22,1021,0
101,2026-05-14 22:44:04,20.61,59.08,1361,0
102,2026-05-14 22:45:09,24.33,58.94,1139,0
103,2026-05-14 22:46:08,22.79,56.34,3799,0
104,2026-05-14 22:47:11,20.34,54.04,1395,0
105,2026-05-14 22:48:18,22.17,63.81,483,0
106,2026-05-14 22:49:28,23.62,48.3,3856,1
107,2026-05-14 22:50:27,23.58,55.88,1064,0
108,2026-05-14 22:51:24,21.78,61.36,1158,0
109,2026-05-14 22:52:27,24.86,63.12,223,0
110,2026-05-14 22:53:25,21.49,56.3,746,0
111,2026-05-14 22:54:30,23.6,63.37,1129,0
112,2026-05-14 22:55:25,22.14,56.98,739,0
113,2026-05-14 22:56:25,21.01,51.42,3952,1
114,2026-05-14 22:57:26,24.46,65.46,1304,0
115,2026-05-14 22:58:21,22.87,63.52,429,0
116,2026-05-14 22:59:27,23.65,54.45,829,0
117,2026-05-14 23:00:29,23.65,66.46,361,0
118,2026-05-14 23:01:26,22.94,66.61,1290,0
119,2026-05-14 23:02:25,18.28,62.52,1325,0
120,2026-05-14 23:03:25,23.16,56.36,1066,0
121,2026-05-14 23:04:26,23.17,47.07,611,0
122,2026-05-14 23:05:30,22.6,59.96,964,0
123,2026-05-14 23:06:39,25.66,55.15,707,0
124,2026-05-14 23:07:41,21.54,55.24,4083,1
125,2026-05-14 23:08:43,24.65,59.81,3830,1
126,2026-05-14 23:09:45,22.05,60.82,3969,1
127,2026-05-14 23:10:42,23.17,63.33,3488,0
128,2026-05-14 23:11:43,21.74,56.2,1369,0
129,2026-05-14 23:12:53,22.29,49.95,1033,0
130,2026-05-14 23:13:54,23.53,59.44,925,0
131,2026-05-14 23:15:02,23.01,56.71,310,0
132,2026-05-14 23:16:00,20.45,55.69,423,0
133,2026-05-14 23:17:02,22.38,53.59,487,0
134,2026-05-14 23:18:10,22.71,60.22,354,0
135,2026-05-14 23:19:19,26.4,58.96,400,0
136,2026-05-14 23:20:15,23.46,57.59,230,0
137,2026-05-14 23:21:12,19.55,57.85,540,0
138,2026-05-14 23:22:20,23.11,71.55,3142,0
139,2026-05-14 23:23:16,22.65,59.66,3999,1
140,2026-05-14 23:24:19,22.94,51.57,784,0
141,2026-05-14 23:25:27,25.06,62.14,1338,0
142,2026-05-14 23:26:37,24.42,53.0,1739,0
143,2026-05-14 23:27:33,25.53,50.29,4044,1
144,2026-05-14 23:28:33,24.06,70.05,580,0
145,2026-05-14 23:29:30,21.22,54.89,681,0
146,2026-05-14 23:30:37,23.18,55.23,704,0
147,2026-05-14 23:31:33,20.21,58.38,1395,0
148,2026-05-14 23:32:38,21.09,60.6,2786,0
149,2026-05-14 23:33:40,21.35,66.52,3953,1
150,2026-05-14 23:34:49,21.59,56.23,348,0
151,2026-05-14 23:35:44,24.46,51.23,404,0
152,2026-05-14 23:36:41,23.41,65.19,471,0
153,2026-05-14 23:37:47,20.11,59.02,956,0
154,2026-05-14 23:38:51,23.47,62.3,819,0
155,2026-05-14 23:39:46,20.77,50.74,412,0
156,2026-05-14 23:40:45,23.94,59.63,1333,0
157,2026-05-14 23:41:44,23.45,59.91,902,0
158,2026-05-14 23:42:45,21.78,59.28,1235,0
159,2026-05-14 23:43:55,23.53,54.07,304,0
160,2026-05-14 23:44:52,26.36,60.61,290,0
161,2026-05-14 23:45:47,20.86,61.61,3934,1
162,2026-05-14 23:46:47,21.25,62.33,1075,0
163,2026-05-14 23:47:42,25.09,53.49,505,0
164,2026-05-14 23:48:38,24.73,60.27,503,0
165,2026-05-14 23:49:46,24.48,68.43,1663,0
166,2026-05-14 23:50:52,22.56,53.85,1921,0
167,2026-05-14 23:51:58,21.4,53.51,1032,0
168,2026-05-14 23:52:57,22.86,59.88,2165,0
169,2026-05-14 23:53:57,23.5,62.55,3970,1
170,2026-05-14 23:55:05,23.02,65.99,708,0
171,2026-05-14 23:56:08,22.52,72.96,983,0
172,2026-05-14 23:57:04,24.13,53.29,3385,0
173,2026-05-14 23:58:10,21.07,60.65,666,0
174,2026-05-15 00:06:27,22.6,61.93,770,0
175,2026-05-15 00:07:24,23.85,57.6,3586,0
176,2026-05-15 00:08:31,21.48,49.67,878,0
177,2026-05-15 00:09:26,22.2,62.71,565,0
178,2026-05-15 00:21:50,23.39,51.15,2784,0
179,2026-05-15 00:22:58,23.31,60.12,988,0
180,2026-05-15 00:23:59,21.41,58.85,203,0
181,2026-05-15 00:25:00,23.1,51.71,3969,1
182,2026-05-15 00:26:05,23.64,61.08,3953,1
183,2026-05-15 00:27:09,24.95,63.8,2711,0
184,2026-05-15 00:28:08,20.52,52.84,976,0
185,2026-05-15 00:29:08,23.93,60.83,3744,0
186,2026-05-15 00:30:03,23.93,79.19,2819,0
187,2026-05-15 00:31:12,24.03,64.25,1246,0
188,2026-05-15 00:32:22,24.72,61.58,547,0
189,2026-05-15 00:33:19,22.43,62.17,1468,0
190,2026-05-15 00:34:24,21.61,56.7,681,0
191,2026-05-15 00:35:28,22.13,58.45,3812,1
192,2026-05-15 00:36:24,27.17,47.73,349,0
193,2026-05-15 00:37:33,24.24,49.13,598,0
194,2026-05-15 00:38:40,22.15,63.99,1522,0
195,2026-05-15 00:39:38,23.12,52.07,3621,0
196,2026-05-15 00:40:47,21.71,61.74,1997,0
197,2026-05-15 00:41:56,21.69,59.19,1287,0
198,2026-05-15 00:43:01,23.08,54.42,1454,0
199,2026-05-15 00:44:09,26.86,61.49,525,0
200,2026-05-15 00:45:19,19.35,59.03,767,0
201,2026-05-15 00:46:29,21.81,62.69,1817,0
202,2026-05-15 00:47:33,21.57,57.37,3712,0
203,2026-05-15 00:48:30,23.91,62.76,2125,0
204,2026-05-15 00:49:31,20.84,56.16,1311,0
205,2026-05-15 00:50:40,22.15,54.41,3220,0
206,2026-05-15 00:51:47,26.18,60.23,240,0
207,2026-05-15 00:52:54,20.73,63.05,811,0
208,2026-05-15 00:54:01,26.82,63.68,1058,0
209,2026-05-15 00:55:03,20.27,55.34,3489,0
210,2026-05-15 00:55:58,25.28,54.11,1028,0
211,2026-05-15 00:56:58,23.8,62.26,1474,0
212,2026-05-15 00:57:53,21.33,57.67,255,0
213,2026-05-15 00:58:50,18.0,52.37,4036,1
214,2026-05-15 00:59:50,22.55,51.14,633,0
215,2026-05-15 01:00:59,25.94,50.13,976,0
216,2026-05-15 01:02:02,22.21,58.72,716,0
217,2026-05-15 01:02:59,25.59,50.1,306,0
218,2026-05-15 01:04:05,25.09,58.06,3820,1
219,2026-05-15 01:05:00,21.23,60.54,3810,1
220,2026-05-15 01:05:59,23.36,54.7,434,0
221,2026-05-15 01:07:00,23.13,55.88,3010,0
222,2026-05-15 01:08:00,23.2,61.64,434,0
223,2026-05-15 01:09:00,25.85,51.19,3813,1
224,2026-05-15 01:10:04,26.84,47.26,968,0
225,2026-05-15 01:11:11,22.73,61.24,3924,1
226,2026-05-15 01:12:09,23.51,54.58,1995,0
227,2026-05-15 01:13:05,22.63,55.29,958,0
228,2026-05-15 01:14:02,21.94,62.67,3220,0
229,2026-05-15 01:15:12,23.64,54.19,1141,0
230,2026-05-15 01:16:11,24.62,59.69,753,0
231,2026-05-15 01:17:21,24.46,61.46,1413,0
232,2026-05-15 01:18:24,21.51,54.92,1854,0
233,2026-05-15 01:19:27,24.35,61.36,3403,0
234,2026-05-15 01:20:34,22.96,58.65,865,0
235,2026-05-15 01:21:34,25.3,54.75,729,0
236,2026-05-15 01:22:39,23.98,56.89,765,0
237,2026-05-15 01:23:34,22.61,64.04,3923,1
238,2026-05-15 01:24:42,24.49,62.47,1175,0
239,2026-05-15 01:25:52,25.35,58.12,3950,1
240,2026-05-15 01:26:54,24.23,56.29,3011,0
241,2026-05-15 01:28:04,23.58,57.28,3754,0
242,2026-05-15 01:29:09,23.17,61.27,827,0
243,2026-05-15 01:30:12,21.53,69.51,846,0
244,2026-05-15 01:31:10,21.19,51.32,579,0
245,2026-05-15 01:32:11,25.08,62.35,1407,0
246,2026-05-15 01:33:15,24.12,61.46,806,0
247,2026-05-15 01:34:17,22.98,53.07,3687,0
248,2026-05-15 01:35:16,23.14,54.28,1333,0
249,2026-05-15 01:36:20,24.76,57.19,4051,1
250,2026-05-15 01:37:18,21.51,56.23,1161,0
251,2026-05-15 01:38:28,23.74,54.9,3826,1
252,2026-05-15 01:39:31,21.52,59.34,333,0
253,2026-05-15 01:40:38,23.44,55.21,309,0
254,2026-05-15 01:41:37,22.15,59.28,822,0
255,2026-05-15 01:42:34,20.39,50.26,4013,1
256,2026-05-15 01:43:36,21.71,56.83,1106,0
257,2026-05-15 01:44:40,23.56,66.11,825,0
258,2026-05-15 01:45:36,24.54,57.12,625,0
259,2026-05-15 01:46:37,22.97,52.49,3922,1
260,2026-05-15 01:47:37,22.97,56.41,4009,1
261,2026-05-15 01:48:46,23.58,53.45,266,0
262,2026-05-15 01:49:48,23.93,66.43,3359,0
263,2026-05-15 01:50:45,22.8,60.21,1480,0
264,2026-05-15 01:51:46,24.24,55.79,505,0
265,2026-05-15 01:52:49,23.4,58.07,3884,1
266,2026-05-15 01:53:53,23.18,53.75,791,0
267,2026-05-15 01:55:02,23.04,60.74,1024,0
268,2026-05-15 01:56:05,25.61,63.28,364,0
269,2026-05-15 01:57:01,26.88,53.78,1436,0
270,2026-05-15 02:05:55,24.57,59.01,1378,0
271,2026-05-15 02:06:50,26.94,53.55,751,0
272,2026-05-15 02:07:46,21.49,54.7,4065,1
273,2026-05-15 02:08:55,19.18,55.11,4023,1
274,2026-05-15 02:10:05,21.63,58.83,1036,0
275,2026-05-15 02:11:10,23.62,68.32,3882,1
276,2026-05-15 02:12:15,24.71,54.83,1020,0
277,2026-05-15 02:13:11,21.38,60.71,2824,0
278,2026-05-15 02:14:09,20.62,68.07,1253,0
279,2026-05-15 02:15:04,25.12,55.42,1046,0
280,2026-05-15 02:16:00,19.92,65.45,1220,0
281,2026-05-15 02:17:09,22.79,64.81,3749,0
282,2026-05-15 02:18:08,20.13,54.7,1192,0
283,2026-05-15 02:27:13,23.01,58.26,836,0
284,2026-05-15 02:28:08,22.19,61.43,3858,1
285,2026-05-15 02:29:17,21.08,57.22,515,0
286,2026-05-15 02:30:27,23.22,60.83,2619,0
287,2026-05-15 02:31:35,24.28,51.81,699,0
288,2026-05-15 02:32:44,20.24,65.03,1427,0
289,2026-05-15 02:33:43,23.6,53.88,3199,0
290,2026-05-15 02:34:48,25.79,58.64,205,0
291,2026-05-15 02:35:52,25.12,58.37,1387,0
292,2026-05-15 02:37:02,26.71,67.65,1191,0
293,2026-05-15 02:38:08,22.55,63.34,972,0
294,2026-05-15 02:39:17,24.16,65.53,689,0
295,2026-05-15 02:40:24,21.26,61.77,289,0
296,2026-05-15 02:41:29,24.91,48.33,980,0
297,2026-05-15 02:42:36,20.87,46.78,511,0
298,2026-05-15 02:43:46,22.52,61.95,3969,1
299,2026-05-15 02:44:44,25.7,58.41,1277,0
300,2026-05-15 02:52:11,25.93,50.41,516,0
301,2026-05-15 02:53:08,19.93,57.69,893,0
302,2026-05-15 02:54:15,23.69,57.82,1292,0
303,2026-05-15 02:55:22,19.28,57.51,1199,0
304,2026-05-15 02:56:18,20.65,61.68,2677,0
305,2026-05-15 02:57:20,23.66,52.83,401,0
306,2026-05-15 02:58:18,22.08,52.17,259,0
307,2026-05-15 02:59:14,22.89,63.25,3983,1
308,2026-05-15 03:00:20,21.23,60.77,3187,0
309,2026-05-15 03:01:20,22.05,53.64,3995,1
310,2026-05-15 03:02:22,22.81,52.31,675,0
311,2026-05-15 03:03:31,22.0,51.41,219,0
312,2026-05-15 03:04:40,26.54,58.19,523,0
313,2026-05-15 03:05:37,21.74,59.18,2725,0
314,2026-05-15 03:06:45,22.8,56.78,818,0
315,2026-05-15 03:07:46,24.11,62.17,418,0
316,2026-05-15 03:08:48,22.05,54.83,805,0
317,2026-05-15 03:20:33,22.5,45.34,1700,0
318,2026-05-15 03:21:43,20.27,65.52,671,0
319,2026-05-15 03:22:49,25.96,56.63,3928,1
320,2026-05-15 03:23:48,24.04,59.71,280,0
321,2026-05-15 03:24:52,28.54,64.16,3986,1
322,2026-05-15 03:25:51,22.77,52.74,3201,0
323,2026-05-15 03:26:51,20.11,59.12,949,0
324,2026-05-15 03:27:54,21.64,50.18,3473,0
325,2026-05-15 03:28:58,21.84,52.05,1971,0
326,2026-05-15 03:30:07,26.04,62.85,3915,1
327,2026-05-15 03:31:14,22.99,66.14,949,0
328,2026-05-15 03:32:11,23.14,53.26,4074,1
329,2026-05-15 03:33:09,25.74,60.96,736,0
330,2026-05-15 03:34:16,21.13,56.95,421,0
331,2026-05-15 03:35:18,21.42,50.39,1349,0
332,2026-05-15 03:36:23,24.67,68.5,1758,0
333,2026-05-15 03:37:32,20.48,61.1,3172,0
334,2026-05-15 03:38:30,21.83,55.32,823,0
335,2026-05-15 03:39:40,21.93,53.25,3701,0
336,2026-05-15 03:40:39,23.09,53.43,1306,0
337,2026-05-15 03:41:47,23.49,57.72,1049,0
338,2026-05-15 03:42:45,22.57,53.01,772,0
339,2026-05-15 03:43:41,21.96,62.15,3321,0
340,2026-05-15 03:44:43,23.9,52.62,3988,1
341,2026-05-15 03:45:49,23.18,62.13,2000,0
342,2026-05-15 03:46:58,20.0,60.99,1587,0
343,2026-05-15 03:47:54,21.81,61.14,2015,0
344,2026-05-15 03:48:55,21.63,48.07,624,0
345,2026-05-15 03:49:56,20.07,58.26,2104,0
346,2026-05-15 03:50:51,23.47,53.03,466,0
347,2026-05-15 03:51:54,24.15,48.86,3813,1
348,2026-05-15 04:00:57,22.88,51.34,232,0
349,2026-05-15 04:01:57,21.83,58.26,4015,1
350,2026-05-15 04:02:55,21.45,55.88,941,0
351,2026-05-15 04:03:53,24.81,54.83,1677,0
352,2026-05-15 04:04:57,24.5,51.79,324,0
353,2026-05-15 04:06:07,23.95,65.93,421,0
354,2026-05-15 04:07:17,18.55,53.62,365,0
355,2026-05-15 04:08:22,24.04,56.88,3940,1
356,2026-05-15 04:09:27,23.67,54.68,803,0
357,2026-05-15 04:10:36,23.16,57.14,434,0
358,2026-05-15 04:11:37,25.1,59.4,1047,0
359,2026-05-15 04:12:42,23.61,55.73,394,0
360,2026-05-15 04:13:47,22.12,55.62,966,0
361,2026-05-15 04:14:46,23.71,55.68,386,0
362,2026-05-15 04:15:43,23.52,69.41,3990,1
363,2026-05-15 04:16:42,24.57,56.21,1350,0
364,2026-05-15 04:17:47,25.16,55.76,1066,0
365,2026-05-15 04:18:43,19.33,52.46,920,0
366,2026-05-15 04:19:41,19.63,56.07,3475,0
367,2026-05-15 04:20:43,23.03,67.22,1339,0
368,2026-05-15 04:21:49,23.59,56.79,2426,0
369,2026-05-15 04:22:57,24.49,45.84,1473,0
370,2026-05-15 04:23:52,23.42,62.24,747,0
371,2026-05-15 04:24:47,20.34,64.29,832,0
372,2026-05-15 04:25:52,23.61,55.72,3873,1
373,2026-05-15 04:26:59,24.14,70.49,262,0
374,2026-05-15 04:27:56,23.33,59.37,3219,0
375,2026-05-15 04:29:05,22.17,53.33,864,0
376,2026-05-15 04:30:02,24.49,53.29,3825,1
377,2026-05-15 04:30:59,23.13,55.37,1194,0
378,2026-05-15 04:32:08,23.86,59.84,3598,0
379,2026-05-15 04:33:06,24.87,55.19,4049,1
380,2026-05-15 04:44:50,22.51,52.62,312,0
381,2026-05-15 04:45:45,22.2,60.08,481,0
